"Provider Name","Service Name","Preview"
"Microsoft.Network/locations/effectiveResourceOwnership","Application Gateway","False"
"Microsoft.Network/operations","Application Gateway","False"
"Microsoft.Network/dnszones","Application Gateway","False"
"Microsoft.Network/dnsOperationResults","Application Gateway","False"
"Microsoft.Network/dnsOperationStatuses","Application Gateway","False"
"Microsoft.Network/getDnsResourceReference","Application Gateway","False"
"Microsoft.Network/internalNotify","Application Gateway","False"
"Microsoft.Network/dnszones/A","Application Gateway","False"
"Microsoft.Network/dnszones/AAAA","Application Gateway","False"
"Microsoft.Network/dnszones/CNAME","Application Gateway","False"
"Microsoft.Network/dnszones/PTR","Application Gateway","False"
"Microsoft.Network/dnszones/MX","Application Gateway","False"
"Microsoft.Network/dnszones/TXT","Application Gateway","False"
"Microsoft.Network/dnszones/SRV","Application Gateway","False"
"Microsoft.Network/dnszones/SOA","Application Gateway","False"
"Microsoft.Network/dnszones/NS","Application Gateway","False"
"Microsoft.Network/dnszones/CAA","Application Gateway","False"
"Microsoft.Network/dnszones/recordsets","Application Gateway","False"
"Microsoft.Network/dnszones/all","Application Gateway","False"
"Microsoft.Network/privateDnsZones","Application Gateway","False"
"Microsoft.Network/privateDnsZones/virtualNetworkLinks","Application Gateway","False"
"Microsoft.Network/privateDnsOperationResults","Application Gateway","False"
"Microsoft.Network/privateDnsOperationStatuses","Application Gateway","False"
"Microsoft.Network/privateDnsZonesInternal","Application Gateway","False"
"Microsoft.Network/privateDnsZones/A","Application Gateway","False"
"Microsoft.Network/privateDnsZones/AAAA","Application Gateway","False"
"Microsoft.Network/privateDnsZones/CNAME","Application Gateway","False"
"Microsoft.Network/privateDnsZones/PTR","Application Gateway","False"
"Microsoft.Network/privateDnsZones/MX","Application Gateway","False"
"Microsoft.Network/privateDnsZones/TXT","Application Gateway","False"
"Microsoft.Network/privateDnsZones/SRV","Application Gateway","False"
"Microsoft.Network/privateDnsZones/SOA","Application Gateway","False"
"Microsoft.Network/privateDnsZones/all","Application Gateway","False"
"Microsoft.Network/virtualNetworks/privateDnsZoneLinks","Application Gateway","False"
"Microsoft.Network/trafficmanagerprofiles","Application Gateway","False"
"Microsoft.Network/trafficmanagerprofiles/heatMaps","Application Gateway","False"
"Microsoft.Network/checkTrafficManagerNameAvailability","Application Gateway","False"
"Microsoft.Network/trafficManagerUserMetricsKeys","Application Gateway","False"
"Microsoft.Network/trafficManagerGeographicHierarchies","Application Gateway","False"
"Microsoft.Network/expressRouteCircuits","Application Gateway","False"
"Microsoft.Network/expressRouteServiceProviders","Application Gateway","False"
"Microsoft.Network/applicationGatewayAvailableWafRuleSets","Application Gateway","False"
"Microsoft.Network/applicationGatewayAvailableSslOptions","Application Gateway","False"
"Microsoft.Network/applicationGatewayAvailableServerVariables","Application Gateway","False"
"Microsoft.Network/applicationGatewayAvailableRequestHeaders","Application Gateway","False"
"Microsoft.Network/applicationGatewayAvailableResponseHeaders","Application Gateway","False"
"Microsoft.Network/routeFilters","Application Gateway","False"
"Microsoft.Network/bgpServiceCommunities","Application Gateway","False"
"Microsoft.Network/virtualWans","Application Gateway","False"
"Microsoft.Network/vpnSites","Application Gateway","False"
"Microsoft.Network/vpnServerConfigurations","Application Gateway","False"
"Microsoft.Network/virtualHubs","Application Gateway","False"
"Microsoft.Network/vpnGateways","Application Gateway","False"
"Microsoft.Network/p2sVpnGateways","Application Gateway","False"
"Microsoft.Network/expressRouteGateways","Application Gateway","False"
"Microsoft.Network/expressRoutePortsLocations","Application Gateway","False"
"Microsoft.Network/firewallPolicies","Application Gateway","False"
"Microsoft.Network/ipGroups","Application Gateway","False"
"Microsoft.Network/azureWebCategories","Application Gateway","False"
"Microsoft.Network/locations/nfvOperations","Application Gateway","False"
"Microsoft.Network/locations/nfvOperationResults","Application Gateway","False"
"Microsoft.Network/securityPartnerProviders","Application Gateway","False"
"Microsoft.Network/azureFirewalls","Application Gateway","False"
"Microsoft.Network/azureFirewallFqdnTags","Application Gateway","False"
"Microsoft.Network/virtualNetworkTaps","Application Gateway","False"
"Microsoft.Network/privateLinkServices","Application Gateway","False"
"Microsoft.Network/locations/privateLinkServices","Application Gateway","False"
"Microsoft.Network/ddosProtectionPlans","Application Gateway","False"
"Microsoft.Network/networkProfiles","Application Gateway","False"
"Microsoft.Network/frontdoorOperationResults","Application Gateway","False"
"Microsoft.Network/checkFrontdoorNameAvailability","Application Gateway","False"
"Microsoft.Network/frontdoors","Application Gateway","False"
"Microsoft.Network/frontdoors/frontendEndpoints","Application Gateway","False"
"Microsoft.Network/frontdoors/frontendEndpoints/customHttpsConfiguration","Application Gateway","False"
"Microsoft.Network/frontdoorWebApplicationFirewallPolicies","Application Gateway","False"
"Microsoft.Network/frontdoorWebApplicationFirewallManagedRuleSets","Application Gateway","False"
"Microsoft.Network/networkExperimentProfiles","Application Gateway","False"
"Microsoft.Network/locations/bareMetalTenants","Application Gateway","False"
"Microsoft.Network/bastionHosts","Application Gateway","False"
"Microsoft.Network/virtualRouters","Application Gateway","False"
"Microsoft.Network/networkVirtualAppliances","Application Gateway","False"
"Microsoft.Network/ipAllocations","Application Gateway","False"
"Microsoft.Network/locations/commitInternalAzureNetworkManagerConfiguration","Application Gateway","False"
"Microsoft.Network/locations/internalAzureVirtualNetworkManagerOperation","Application Gateway","False"
"Microsoft.Network/networkVirtualApplianceSkus","Application Gateway","False"
"Microsoft.Network/locations/serviceTagDetails","Application Gateway","False"
"Microsoft.OperationalInsights/*","Azure Monitor"
"Microsoft.OperationalInsights/workspaces","Azure Monitor","False"
"Microsoft.OperationalInsights/querypacks","Azure Monitor","True"
"Microsoft.OperationalInsights/locations","Azure Monitor","False"
"Microsoft.OperationalInsights/locations/operationStatuses","Azure Monitor","False"
"Microsoft.OperationalInsights/workspaces/scopedPrivateLinkProxies","Azure Monitor","True"
"Microsoft.OperationalInsights/workspaces/query","Azure Monitor","False"
"Microsoft.OperationalInsights/workspaces/metadata","Azure Monitor","False"
"Microsoft.OperationalInsights/workspaces/dataSources","Azure Monitor","False"
"Microsoft.OperationalInsights/workspaces/linkedStorageAccounts","Azure Monitor","False"
"Microsoft.OperationalInsights/workspaces/tables","Azure Monitor","False"
"Microsoft.OperationalInsights/workspaces/storageInsightConfigs","Azure Monitor","False"
"Microsoft.OperationalInsights/storageInsightConfigs","Azure Monitor","False"
"Microsoft.OperationalInsights/workspaces/linkedServices","Azure Monitor","False"
"Microsoft.OperationalInsights/linkTargets","Azure Monitor","False"
"Microsoft.OperationalInsights/deletedWorkspaces","Azure Monitor","False"
"Microsoft.OperationalInsights/operations","Azure Monitor","False"
"Microsoft.OperationalInsights/clusters","Azure Monitor","False"
"Microsoft.OperationalInsights/workspaces/dataExports","Azure Monitor","False"
"Microsoft.OperationsManagement/*","Azure Monitor"
"Microsoft.OperationsManagement/solutions","Azure Monitor","True"
"Microsoft.OperationsManagement/managementconfigurations","Azure Monitor","True"
"Microsoft.OperationsManagement/managementassociations","Azure Monitor","True"
"Microsoft.OperationsManagement/views","Azure Monitor","True"
"Microsoft.OperationsManagement/operations","Azure Monitor","True"
"Microsoft.ResourceHealth/*","Azure Service Health"
"Microsoft.ResourceHealth/availabilityStatuses","Azure Service Health","False"
"Microsoft.ResourceHealth/operations","Azure Service Health","False"
"Microsoft.Security/*","Security Center"
"Microsoft.Security/operations","Security Center","False"
"Microsoft.Security/securityStatuses","Security Center","True"
"Microsoft.Security/tasks","Security Center","True"
"Microsoft.Security/secureScores","Security Center","False"
"Microsoft.Security/secureScores/secureScoreControls","Security Center","False"
"Microsoft.Security/secureScoreControls","Security Center","False"
"Microsoft.Security/secureScoreControlDefinitions","Security Center","False"
"Microsoft.Security/connectors","Security Center","True"
"Microsoft.Security/regulatoryComplianceStandards","Security Center","False"
"Microsoft.Security/regulatoryComplianceStandards/regulatoryComplianceControls","Security Center","False"
"Microsoft.Security/regulatoryComplianceStandards/regulatoryComplianceControls/regulatoryComplianceAssessments","Security Center","False"
"Microsoft.Security/alerts","Security Center","False"
"Microsoft.Security/alertsSuppressionRules","Security Center","True"
"Microsoft.Security/autoDismissAlertsRules","Security Center","True"
"Microsoft.Security/dataCollectionAgents","Security Center","True"
"Microsoft.Security/pricings","Security Center","False"
"Microsoft.Security/AutoProvisioningSettings","Security Center","False"
"Microsoft.Security/Compliances","Security Center","True"
"Microsoft.Security/securityContacts","Security Center","True"
"Microsoft.Security/workspaceSettings","Security Center","False"
"Microsoft.Security/complianceResults","Security Center","False"
"Microsoft.Security/policies","Security Center","True"
"Microsoft.Security/assessments","Security Center","False"
"Microsoft.Security/assessmentMetadata","Security Center","False"
"Microsoft.Security/subAssessments","Security Center","False"
"Microsoft.Security/securitySolutions","Security Center","True"
"Microsoft.Security/locations/securitySolutions","Security Center","True"
"Microsoft.Security/discoveredSecuritySolutions","Security Center","False"
"Microsoft.Security/locations/discoveredSecuritySolutions","Security Center","False"
"Microsoft.Security/allowedConnections","Security Center","False"
"Microsoft.Security/locations/allowedConnections","Security Center","False"
"Microsoft.Security/topologies","Security Center","False"
"Microsoft.Security/locations/topologies","Security Center","False"
"Microsoft.Security/securitySolutionsReferenceData","Security Center","True"
"Microsoft.Security/locations/securitySolutionsReferenceData","Security Center","True"
"Microsoft.Security/jitPolicies","Security Center","True"
"Microsoft.Security/jitNetworkAccessPolicies","Security Center","False"
"Microsoft.Security/locations/jitNetworkAccessPolicies","Security Center","False"
"Microsoft.Security/locations","Security Center","True"
"Microsoft.Security/securityStatusesSummaries","Security Center","True"
"Microsoft.Security/applicationWhitelistings","Security Center","False"
"Microsoft.Security/locations/applicationWhitelistings","Security Center","False"
"Microsoft.Security/locations/alerts","Security Center","False"
"Microsoft.Security/locations/tasks","Security Center","True"
"Microsoft.Security/externalSecuritySolutions","Security Center","False"
"Microsoft.Security/locations/externalSecuritySolutions","Security Center","False"
"Microsoft.Security/InformationProtectionPolicies","Security Center","True"
"Microsoft.Security/advancedThreatProtectionSettings","Security Center","False"
"Microsoft.Security/sqlVulnerabilityAssessments","Security Center","True"
"Microsoft.Security/deviceSecurityGroups","Security Center","False"
"Microsoft.Security/iotSecuritySolutions","Security Center","False"
"Microsoft.Security/iotSecuritySolutions/analyticsModels","Security Center","False"
"Microsoft.Security/iotSecuritySolutions/iotAlertTypes","Security Center","False"
"Microsoft.Security/iotSecuritySolutions/iotAlerts","Security Center","False"
"Microsoft.Security/iotSecuritySolutions/iotRecommendationTypes","Security Center","False"
"Microsoft.Security/iotSecuritySolutions/iotRecommendations","Security Center","False"
"Microsoft.Security/iotSecuritySolutions/analyticsModels/aggregatedAlerts","Security Center","False"
"Microsoft.Security/iotSecuritySolutions/analyticsModels/aggregatedRecommendations","Security Center","False"
"Microsoft.Security/settings","Security Center","False"
"Microsoft.Security/serverVulnerabilityAssessments","Security Center","False"
"Microsoft.Security/adaptiveNetworkHardenings","Security Center","False"
"Microsoft.Security/automations","Security Center","True"
"Microsoft.Security/ingestionSettings","Security Center","True"
"Microsoft.Security/insights","Security Center","True"
"Microsoft.Security/securityConnectors","Security Center","True"
"Microsoft.Security/customAssessmentAutomations","Security Center","True"
"Microsoft.Security/customEntityStoreAssignments","Security Center","True"
"Microsoft.Security/standards","Security Center","True"
"Microsoft.Security/assignments","Security Center","True"
"Microsoft.ServiceBus/*","Service Bus"
"Microsoft.ServiceBus/namespaces","Service Bus","False"
"Microsoft.ServiceBus/namespaces/authorizationrules","Service Bus","False"
"Microsoft.ServiceBus/namespaces/networkrulesets","Service Bus","False"
"Microsoft.ServiceBus/namespaces/privateEndpointConnections","Service Bus","True"
"Microsoft.ServiceBus/namespaces/queues","Service Bus","False"
"Microsoft.ServiceBus/namespaces/queues/authorizationrules","Service Bus","False"
"Microsoft.ServiceBus/namespaces/topics","Service Bus","False"
"Microsoft.ServiceBus/namespaces/topics/authorizationrules","Service Bus","False"
"Microsoft.ServiceBus/namespaces/topics/subscriptions","Service Bus","False"
"Microsoft.ServiceBus/namespaces/topics/subscriptions/rules","Service Bus","False"
"Microsoft.ServiceBus/checkNamespaceAvailability","Service Bus","False"
"Microsoft.ServiceBus/checkNameAvailability","Service Bus","False"
"Microsoft.ServiceBus/sku","Service Bus","False"
"Microsoft.ServiceBus/premiumMessagingRegions","Service Bus","False"
"Microsoft.ServiceBus/operations","Service Bus","False"
"Microsoft.ServiceBus/namespaces/eventgridfilters","Service Bus","False"
"Microsoft.ServiceBus/namespaces/disasterrecoveryconfigs","Service Bus","False"
"Microsoft.ServiceBus/namespaces/disasterrecoveryconfigs/checkNameAvailability","Service Bus","False"
"Microsoft.ServiceBus/locations","Service Bus","False"
"Microsoft.ServiceBus/locations/deleteVirtualNetworkOrSubnets","Service Bus","False"
"Microsoft.Storage/*","Storage"
"Microsoft.Storage/storageAccounts/encryptionScopes","Storage","False"
"Microsoft.Storage/deletedAccounts","Storage","False"
"Microsoft.Storage/locations/deletedAccounts","Storage","False"
"Microsoft.Storage/storageAccounts","Storage","False"
"Microsoft.Storage/operations","Storage","False"
"Microsoft.Storage/locations/asyncoperations","Storage","False"
"Microsoft.Storage/storageAccounts/listAccountSas","Storage","False"
"Microsoft.Storage/storageAccounts/listServiceSas","Storage","False"
"Microsoft.Storage/storageAccounts/blobServices","Storage","False"
"Microsoft.Storage/storageAccounts/tableServices","Storage","False"
"Microsoft.Storage/storageAccounts/queueServices","Storage","False"
"Microsoft.Storage/storageAccounts/fileServices","Storage","False"
"Microsoft.Storage/locations","Storage","False"
"Microsoft.Storage/locations/usages","Storage","False"
"Microsoft.Storage/locations/deleteVirtualNetworkOrSubnets","Storage","False"
"Microsoft.Storage/usages","Storage","False"
"Microsoft.Storage/checkNameAvailability","Storage","False"
"Microsoft.Storage/locations/checkNameAvailability","Storage","False"
"Microsoft.Storage/storageAccounts/services","Storage","False"
"Microsoft.Storage/storageAccounts/services/metricDefinitions","Storage","False"
"Sendgrid.Email/*",""
"Sendgrid.Email/accounts","","False"
"Sendgrid.Email/operations","","False"
"Microsoft.Web/*","App Service"
"Microsoft.Web/publishingUsers","App Service","False"
"Microsoft.Web/ishostnameavailable","App Service","False"
"Microsoft.Web/validate","App Service","False"
"Microsoft.Web/isusernameavailable","App Service","False"
"Microsoft.Web/generateGithubAccessTokenForAppserviceCLI","App Service","False"
"Microsoft.Web/sourceControls","App Service","False"
"Microsoft.Web/availableStacks","App Service","False"
"Microsoft.Web/webAppStacks","App Service","False"
"Microsoft.Web/locations/webAppStacks","App Service","False"
"Microsoft.Web/functionAppStacks","App Service","False"
"Microsoft.Web/locations/functionAppStacks","App Service","False"
"Microsoft.Web/staticSites","App Service","False"
"Microsoft.Web/locations/previewStaticSiteWorkflowFile","App Service","False"
"Microsoft.Web/staticSites/userProvidedFunctionApps","App Service","False"
"Microsoft.Web/staticSites/builds","App Service","False"
"Microsoft.Web/staticSites/builds/userProvidedFunctionApps","App Service","False"
"Microsoft.Web/listSitesAssignedToHostName","App Service","False"
"Microsoft.Web/locations/getNetworkPolicies","App Service","False"
"Microsoft.Web/locations/operations","App Service","False"
"Microsoft.Web/locations/operationResults","App Service","False"
"Microsoft.Web/sites/networkConfig","App Service","False"
"Microsoft.Web/sites/slots/networkConfig","App Service","False"
"Microsoft.Web/sites/hostNameBindings","App Service","False"
"Microsoft.Web/sites/slots/hostNameBindings","App Service","False"
"Microsoft.Web/operations","App Service","False"
"Microsoft.Web/certificates","App Service","False"
"Microsoft.Web/serverFarms","App Service","False"
"Microsoft.Web/sites","App Service","False"
"Microsoft.Web/sites/slots","App Service","False"
"Microsoft.Web/runtimes","App Service","False"
"Microsoft.Web/recommendations","App Service","False"
"Microsoft.Web/resourceHealthMetadata","App Service","False"
"Microsoft.Web/georegions","App Service","False"
"Microsoft.Web/sites/premieraddons","App Service","False"
"Microsoft.Web/hostingEnvironments","App Service","False"
"Microsoft.Web/hostingEnvironments/multiRolePools","App Service","False"
"Microsoft.Web/hostingEnvironments/workerPools","App Service","False"
"Microsoft.Web/kubeEnvironments","App Service","False"
"Microsoft.Web/deploymentLocations","App Service","False"
"Microsoft.Web/deletedSites","App Service","False"
"Microsoft.Web/locations/deletedSites","App Service","False"
"Microsoft.Web/ishostingenvironmentnameavailable","App Service","False"
"Microsoft.Web/locations/deleteVirtualNetworkOrSubnets","App Service","False"
"Microsoft.Web/connections","App Service","False"
"Microsoft.Web/customApis","App Service","False"
"Microsoft.Web/locations","App Service","False"
"Microsoft.Web/locations/listWsdlInterfaces","App Service","False"
"Microsoft.Web/locations/extractApiDefinitionFromWsdl","App Service","False"
"Microsoft.Web/locations/managedApis","App Service","False"
"Microsoft.Web/locations/runtimes","App Service","False"
"Microsoft.Web/locations/apiOperations","App Service","False"
"Microsoft.Web/connectionGateways","App Service","False"
"Microsoft.Web/locations/connectionGatewayInstallations","App Service","False"
"Microsoft.Web/checkNameAvailability","App Service","False"
"Microsoft.Web/billingMeters","App Service","False"
"Microsoft.Web/verifyHostingEnvironmentVnet","App Service","False"
"Microsoft.Web/serverFarms/eventGridFilters","App Service","False"
"Microsoft.Web/sites/eventGridFilters","App Service","False"
"Microsoft.Web/sites/slots/eventGridFilters","App Service","False"
"Microsoft.Web/hostingEnvironments/eventGridFilters","App Service","False"
"Microsoft.Web/serverFarms/firstPartyApps","App Service","False"
"Microsoft.Web/serverFarms/firstPartyApps/keyVaultSettings","App Service","False"
"Microsoft.Web/workerApps","App Service","False"
"Microsoft.Web/containerApps","App Service","False"
"84codes.CloudAMQP/*",""
"84codes.CloudAMQP/servers","","False"
"84codes.CloudAMQP/operations","","False"
"84codes.CloudAMQP/listCommunicationPreference","","False"
"84codes.CloudAMQP/updateCommunicationPreference","","False"
"Crypteron.DataSecurity/*",""
"Crypteron.DataSecurity/apps","","False"
"Crypteron.DataSecurity/operations","","False"
"Crypteron.DataSecurity/listCommunicationPreference","","False"
"Crypteron.DataSecurity/updateCommunicationPreference","","False"
"Dynatrace.Observability/*",""
"Dynatrace.Observability/operations","","True"
"Dynatrace.Observability/registeredSubscriptions","","True"
"Dynatrace.Observability/locations","","True"
"Dynatrace.Observability/locations/operationStatuses","","True"
"microsoft.aadiam/*",""
"microsoft.aadiam/azureADMetrics","","False"
"microsoft.aadiam/privateLinkForAzureAD","","False"
"microsoft.aadiam/tenants","","False"
"microsoft.aadiam/operations","","False"
"microsoft.aadiam/diagnosticSettings","","False"
"microsoft.aadiam/diagnosticSettingsCategories","","False"
"Microsoft.Addons/*","core"
"Microsoft.Addons/supportProviders","core","False"
"Microsoft.Addons/operations","core","False"
"Microsoft.Addons/operationResults","core","False"
"Microsoft.ADHybridHealthService/*","Azure Active Directory"
"Microsoft.ADHybridHealthService/services","Azure Active Directory","False"
"Microsoft.ADHybridHealthService/addsservices","Azure Active Directory","False"
"Microsoft.ADHybridHealthService/configuration","Azure Active Directory","False"
"Microsoft.ADHybridHealthService/operations","Azure Active Directory","False"
"Microsoft.ADHybridHealthService/agents","Azure Active Directory","False"
"Microsoft.ADHybridHealthService/aadsupportcases","Azure Active Directory","False"
"Microsoft.ADHybridHealthService/reports","Azure Active Directory","False"
"Microsoft.ADHybridHealthService/servicehealthmetrics","Azure Active Directory","False"
"Microsoft.ADHybridHealthService/logs","Azure Active Directory","False"
"Microsoft.ADHybridHealthService/anonymousapiusers","Azure Active Directory","False"
"Microsoft.AgFoodPlatform/*",""
"Microsoft.AgFoodPlatform/operations","","True"
"Microsoft.AgFoodPlatform/farmBeatsExtensionDefinitions","","True"
"Microsoft.AgFoodPlatform/checkNameAvailability","","True"
"Microsoft.AnalysisServices/*","Azure Analysis Services"
"Microsoft.AnalysisServices/servers","Azure Analysis Services","False"
"Microsoft.AnalysisServices/locations","Azure Analysis Services","False"
"Microsoft.AnalysisServices/locations/checkNameAvailability","Azure Analysis Services","False"
"Microsoft.AnalysisServices/locations/operationresults","Azure Analysis Services","False"
"Microsoft.AnalysisServices/locations/operationstatuses","Azure Analysis Services","False"
"Microsoft.AnalysisServices/operations","Azure Analysis Services","False"
"Microsoft.AnyBuild/*",""
"Microsoft.AnyBuild/Locations","","False"
"Microsoft.AnyBuild/Locations/OperationStatuses","","False"
"Microsoft.AnyBuild/clusters","","False"
"Microsoft.AnyBuild/Operations","","False"
"Microsoft.AppAssessment/*",""
"Microsoft.AppAssessment/Locations","","True"
"Microsoft.AppAssessment/operations","","True"
"Microsoft.AppAssessment/Locations/OperationStatuses","","True"
"Microsoft.AppAssessment/Locations/osVersions","","True"
"Microsoft.AppConfiguration/*","Azure App Configuration"
"Microsoft.AppConfiguration/configurationStores","Azure App Configuration","False"
"Microsoft.AppConfiguration/configurationStores/keyValues","Azure App Configuration","True"
"Microsoft.AppConfiguration/configurationStores/eventGridFilters","Azure App Configuration","False"
"Microsoft.AppConfiguration/checkNameAvailability","Azure App Configuration","False"
"Microsoft.AppConfiguration/locations","Azure App Configuration","False"
"Microsoft.AppConfiguration/locations/operationsStatus","Azure App Configuration","False"
"Microsoft.AppConfiguration/operations","Azure App Configuration","False"
"Microsoft.AppPlatform/*","Azure Spring Cloud"
"Microsoft.AppPlatform/Spring","Azure Spring Cloud","False"
"Microsoft.AppPlatform/Spring/apps","Azure Spring Cloud","False"
"Microsoft.AppPlatform/Spring/apps/deployments","Azure Spring Cloud","False"
"Microsoft.AppPlatform/locations/checkNameAvailability","Azure Spring Cloud","False"
"Microsoft.AppPlatform/operations","Azure Spring Cloud","False"
"Microsoft.AppPlatform/locations","Azure Spring Cloud","False"
"Microsoft.AppPlatform/locations/operationResults","Azure Spring Cloud","False"
"Microsoft.AppPlatform/locations/operationStatus","Azure Spring Cloud","False"
"Microsoft.Attestation/*","Azure Attestation Service"
"Microsoft.Attestation/attestationProviders","Azure Attestation Service","False"
"Microsoft.Attestation/defaultProviders","Azure Attestation Service","False"
"Microsoft.Attestation/locations","Azure Attestation Service","False"
"Microsoft.Attestation/locations/defaultProvider","Azure Attestation Service","False"
"Microsoft.Attestation/operations","Azure Attestation Service","False"
"Microsoft.Authorization/*","Azure Resource Manager"
"Microsoft.Authorization/roleAssignmentScheduleRequests","Azure Resource Manager","True"
"Microsoft.Authorization/roleEligibilityScheduleRequests","Azure Resource Manager","True"
"Microsoft.Authorization/roleAssignmentSchedules","Azure Resource Manager","True"
"Microsoft.Authorization/roleEligibilitySchedules","Azure Resource Manager","True"
"Microsoft.Authorization/roleAssignmentScheduleInstances","Azure Resource Manager","True"
"Microsoft.Authorization/roleEligibilityScheduleInstances","Azure Resource Manager","True"
"Microsoft.Authorization/roleManagementPolicies","Azure Resource Manager","True"
"Microsoft.Authorization/roleManagementPolicyAssignments","Azure Resource Manager","True"
"Microsoft.Authorization/eligibleChildResources","Azure Resource Manager","True"
"Microsoft.Authorization/roleAssignments","Azure Resource Manager","False"
"Microsoft.Authorization/roleDefinitions","Azure Resource Manager","False"
"Microsoft.Authorization/classicAdministrators","Azure Resource Manager","False"
"Microsoft.Authorization/permissions","Azure Resource Manager","False"
"Microsoft.Authorization/denyAssignments","Azure Resource Manager","False"
"Microsoft.Authorization/locks","Azure Resource Manager","False"
"Microsoft.Authorization/operations","Azure Resource Manager","False"
"Microsoft.Authorization/policyDefinitions","Azure Resource Manager","False"
"Microsoft.Authorization/policySetDefinitions","Azure Resource Manager","False"
"Microsoft.Authorization/policyAssignments","Azure Resource Manager","False"
"Microsoft.Authorization/policyExemptions","Azure Resource Manager","True"
"Microsoft.Authorization/dataAliases","Azure Resource Manager","False"
"Microsoft.Authorization/dataPolicyManifests","Azure Resource Manager","False"
"Microsoft.Authorization/providerOperations","Azure Resource Manager","False"
"Microsoft.Authorization/elevateAccess","Azure Resource Manager","False"
"Microsoft.Authorization/checkAccess","Azure Resource Manager","True"
"Microsoft.Authorization/batchResourceCheckAccess","Azure Resource Manager","True"
"Microsoft.Authorization/findOrphanRoleAssignments","Azure Resource Manager","True"
"Microsoft.Authorization/roleAssignmentsUsageMetrics","Azure Resource Manager","True"
"Microsoft.Authorization/accessReviewScheduleDefinitions","Azure Resource Manager","True"
"Microsoft.Authorization/accessReviewScheduleSettings","Azure Resource Manager","True"
"Microsoft.Authorization/roleAssignmentApprovals","Azure Resource Manager","True"
"Microsoft.Authorization/privateLinkAssociations","Azure Resource Manager","False"
"Microsoft.Authorization/resourceManagementPrivateLinks","Azure Resource Manager","False"
"Microsoft.Authorization/operationStatus","Azure Resource Manager","False"
"Microsoft.Authorization/diagnosticSettings","Azure Resource Manager","True"
"Microsoft.Authorization/diagnosticSettingsCategories","Azure Resource Manager","True"
"Microsoft.Automanage/*",""
"Microsoft.Automanage/configurationProfileAssignments","","True"
"Microsoft.Automanage/configurationProfileAssignmentIntents","","True"
"Microsoft.Automanage/accounts","","True"
"Microsoft.Automanage/configurationProfilePreferences","","True"
"Microsoft.Automanage/configurationProfiles","","True"
"Microsoft.Automanage/configurationProfiles/versions","","True"
"Microsoft.Automanage/bestPractices","","True"
"Microsoft.Automanage/bestPractices/versions","","True"
"Microsoft.Automanage/operations","","True"
"Microsoft.AutonomousDevelopmentPlatform/*",""
"Microsoft.AutonomousDevelopmentPlatform/operations","","True"
"Microsoft.AutonomousDevelopmentPlatform/locations","","True"
"Microsoft.AutonomousDevelopmentPlatform/locations/operationstatuses","","True"
"Microsoft.AutonomousDevelopmentPlatform/checknameavailability","","True"
"Microsoft.AutonomousSystems/*","Autonomous Systems"
"Microsoft.AutonomousSystems/workspaces","Autonomous Systems","True"
"Microsoft.AutonomousSystems/workspaces/validateCreateRequest","Autonomous Systems","True"
"Microsoft.AutonomousSystems/workspaces/operationresults","Autonomous Systems","True"
"Microsoft.AutonomousSystems/operations","Autonomous Systems","True"
"Microsoft.AVS/*","Azure VMware Solution"
"Microsoft.AVS/operations","Azure VMware Solution","False"
"Microsoft.AVS/locations","Azure VMware Solution","False"
"Microsoft.AVS/locations/checkTrialAvailability","Azure VMware Solution","False"
"Microsoft.AVS/locations/checkQuotaAvailability","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds/clusters","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds/authorizations","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds/hcxEnterpriseSites","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds/globalReachConnections","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds/addons","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds/workloadNetworks","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds/workloadNetworks/dhcpConfigurations","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds/workloadNetworks/portMirroringProfiles","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds/workloadNetworks/segments","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds/workloadNetworks/vmGroups","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds/workloadNetworks/gateways","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds/workloadNetworks/virtualMachines","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds/workloadNetworks/dnsServices","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds/workloadNetworks/dnsZones","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds/workloadNetworks/publicIPs","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds/clusters/datastores","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds/cloudLinks","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds/scriptExecutions","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds/scriptPackages","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds/scriptPackages/scriptCmdlets","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds/clusters/placementPolicies","Azure VMware Solution","False"
"Microsoft.AVS/privateClouds/clusters/virtualMachines","Azure VMware Solution","False"
